-1,-1,6,6,4,6,4,-1,-1,-1,-1,-1,-1,6,4,6,6,-1,-1,4,4,-1,6,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,4,-1,9,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,-1,-1,6,4,6,-1,-1,6,-1,4,4,4,-1,-1,-1,-1,-1,-1,23,10,25,4,-1,4,6,4,-1,-1,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,78,5,5,5,5,5,79,-1,-1,-1,-1,-1,6,4,6,6,-1,-1,4,4,-1,6,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,4,-1,9,10,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,19,19,7,5,19,19,7,5,7,19,19,7,19,5,5,5,79,-1,-1,-1,-1,-1,23,10,11,4,78,5,7,5,19,19,5,7,19,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,6,6,4,6,4,-1,-1,-1,-1,-1,-1,6,4,6,6,-1,-1,4,4,-1,6,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,4,-1,9,24,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,113,-1,58,-1,-1,-1,-1,6,4,-1,-1,6,4,6,-1,-1,6,-1,66,4,4,-1,-1,-1,-1,-1,-1,23,10,11,4,-1,4,6,4,-1,-1,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,6,6,4,6,4,-1,-1,-1,-1,-1,-1,6,4,6,6,-1,-1,4,4,-1,6,6,4,-1,-1,-1,-1,-1,-1,-1,-1,78,19,5,7,5,79,23,10,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,-1,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,22,22,22,-1,14,88,58,-1,-1,6,4,-1,-1,6,4,6,-1,-1,6,-1,-1,66,66,-1,-1,-1,-1,-1,-1,23,24,11,4,78,5,7,5,19,19,5,7,19,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,6,6,4,6,4,-1,-1,-1,-1,-1,78,5,5,5,7,19,19,5,5,79,6,66,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,4,-1,9,24,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,89,3,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,14,2,2,88,-1,6,4,-1,-1,6,4,6,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,24,25,4,-1,4,6,4,-1,-1,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,6,6,4,6,4,-1,-1,-1,-1,-1,-1,4,4,4,4,-1,-1,66,66,-1,66,-1,-1,-1,-1,-1,-1,-1,-1,58,58,109,58,4,6,4,113,9,24,25,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89,2,2,3,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,22,22,22,-1,6,4,-1,109,6,4,6,107,-1,6,-1,109,-1,-1,-1,-1,-1,-1,-1,-1,9,10,11,4,-1,4,6,4,-1,-1,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
88,-1,6,66,4,6,4,-1,-1,-1,-1,-1,-1,6,4,66,66,-1,-1,-1,-1,113,-1,-1,-1,-1,-1,-1,-1,106,-1,1,2,2,77,77,77,77,77,77,77,77,3,-1,58,58,-1,-1,-1,-1,-1,109,-1,-1,-1,-1,22,22,22,22,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,48,48,48,48,48,48,48,48,48,48,48,49,-1,-1,-1,-1,-1,-1,-1,9,10,11,4,-1,4,4,4,-1,-1,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
98,88,4,58,66,6,4,-1,-1,-1,-1,-1,-1,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,58,109,58,-1,22,-1,-1,-1,-1,-1,-1,28,36,33,34,33,35,31,-1,1,3,-1,-1,22,-1,22,22,22,-1,22,-1,-1,-1,120,120,-1,120,-1,-1,120,-1,-1,22,-1,113,-1,22,120,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,22,-1,-1,-1,-1,-1,120,-1,120,120,-1,-1,120,-1,-1,-1,-1,-1,-1,59,60,60,60,60,60,60,60,60,60,60,60,61,-1,-1,109,-1,-1,-1,-1,23,24,25,4,-1,4,6,4,12,-1,4,6,109,58,58,-1,-1,-1,-1,-1,-1,-1,-1,-1
35,98,77,77,88,6,4,-1,-1,-1,-1,-1,-1,66,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,28,34,33,35,33,36,31,120,-1,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,4,120,-1,4,120,-1,-1,-1,22,120,-1,4,-1,4,-1,-1,-1,-1,120,-1,-1,-1,-1,-1,22,120,-1,120,-1,-1,120,-1,4,-1,6,4,-1,-1,4,-1,-1,-1,120,-1,-1,71,72,72,72,72,72,72,72,72,72,72,72,73,-1,22,22,22,22,-1,-1,23,10,25,4,-1,4,6,4,26,1,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
35,34,35,35,98,77,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,58,58,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,36,36,36,35,33,31,6,120,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120,4,4,120,4,4,-1,4,4,120,-1,120,-1,6,120,4,120,6,-1,120,-1,-1,6,-1,-1,120,-1,120,-1,4,-1,4,120,-1,6,-1,6,-1,6,6,-1,120,6,120,120,-1,4,-1,-1,50,111,52,111,111,111,52,111,51,52,111,111,53,-1,-1,-1,-1,-1,-1,113,23,10,25,4,-1,4,6,4,40,28,35,35,35,35,31,-1,-1,-1,-1,-1,-1,-1,-1,-1
