-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,6,6,-1,-1,4,4,-1,6,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,4,-1,9,24,25,-1,-1,-1,-1,-1,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,-1,-1,6,4,6,-1,-1,6,-1,4,4,4,-1,-1,-1,-1,-1,-1,23,10,25,4,-1,4,6,4,-1,-1,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,6,6,-1,-1,4,4,-1,6,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,4,-1,9,24,25,-1,-1,-1,-1,-1,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,61,6,4,-1,-1,-1,-1,-1,-1,-1,-1,78,19,19,7,5,19,19,7,5,7,19,19,7,19,5,5,5,79,-1,-1,-1,-1,-1,23,10,11,4,78,5,7,5,19,19,5,7,19,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,6,6,-1,-1,4,4,-1,6,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,4,-1,9,24,25,-1,-1,-1,-1,-1,71,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,73,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,-1,-1,6,4,6,-1,-1,6,-1,66,4,4,-1,-1,-1,-1,-1,-1,23,10,11,4,-1,4,6,4,-1,-1,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,6,6,-1,-1,4,4,-1,6,6,4,-1,-1,-1,-1,-1,-1,-1,-1,78,19,5,7,5,79,23,10,25,-1,-1,-1,-1,-1,9,10,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,85,85,85,85,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,-1,-1,6,4,6,-1,-1,6,-1,-1,66,66,-1,-1,-1,-1,-1,-1,23,24,11,4,78,5,7,5,19,19,5,7,19,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,6,6,-1,-1,4,4,-1,6,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,4,-1,9,24,25,-1,-1,-1,-1,-1,9,10,95,95,95,95,95,95,95,95,95,95,96,96,96,96,96,96,96,96,96,95,95,95,95,95,95,95,95,95,95,95,96,96,96,96,96,96,96,96,96,95,95,95,95,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,-1,-1,6,4,6,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,24,25,4,-1,4,6,4,-1,-1,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,5,5,5,7,19,19,5,5,19,7,7,5,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,4,-1,9,24,25,-1,-1,-1,-1,-1,9,10,11,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,19,5,7,5,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,113,109,6,4,6,107,-1,6,-1,-1,-1,113,-1,-1,-1,-1,-1,-1,23,24,25,4,-1,4,6,4,-1,-1,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,6,6,-1,109,4,4,113,6,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,4,-1,9,24,25,-1,-1,-1,-1,-1,9,10,11,44,44,44,29,29,29,29,44,29,0,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,22,22,22,22,29,29,29,-1,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,48,48,48,48,48,48,48,49,6,-1,22,22,22,-1,-1,-1,-1,-1,-1,23,24,25,4,-1,4,6,4,-1,-1,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
98,88,58,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,47,48,48,48,48,48,48,48,48,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,4,-1,9,24,25,-1,-1,-1,-1,-1,9,10,11,44,44,44,29,29,29,67,68,68,68,68,68,69,29,29,29,29,29,29,29,29,29,44,29,29,29,29,29,29,0,29,44,29,29,29,29,29,29,29,29,44,106,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,60,60,60,60,60,60,60,61,6,-1,-1,-1,-1,-1,109,-1,106,-1,-1,23,24,25,4,-1,4,6,4,12,-1,4,6,109,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35,98,77,77,88,-1,-1,-1,-1,-1,-1,-1,-1,6,4,71,72,72,72,72,72,72,72,72,73,-1,-1,106,-1,-1,-1,-1,-1,-1,-1,4,6,4,-1,9,24,25,-1,-1,-1,-1,-1,9,10,11,96,96,96,96,96,96,90,91,91,91,91,91,92,96,96,96,96,96,96,96,96,96,22,96,96,96,17,2,2,2,2,2,15,29,16,16,29,29,29,17,2,2,18,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,72,72,72,72,72,72,72,73,6,-1,-1,-1,-1,-1,22,22,22,-1,-1,23,10,25,4,-1,4,6,4,26,1,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
35,34,35,35,98,77,18,-1,-1,-1,-1,-1,-1,6,4,50,51,52,111,111,111,52,111,111,53,-1,22,22,-1,109,-1,108,-1,-1,-1,4,6,4,12,9,24,25,113,-1,-1,-1,-1,9,10,85,85,85,85,85,22,85,85,70,22,22,22,70,86,85,85,85,85,85,85,86,22,86,86,86,86,22,28,44,44,44,44,44,44,44,44,29,29,29,30,30,30,31,4,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,111,52,111,111,111,52,111,53,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,10,25,4,-1,4,6,4,40,28,35,35,35,35,31,-1,-1,-1,-1,-1,-1,-1,-1,-1
